id,time,F_x,F_y,F_z,T_x,T_y,T_z
48,4,-78,-159,-1032,-535,-395,104
48,5,-92,-195,-1274,-672,-468,123
48,6,-66,-110,-614,-340,-284,83
48,7,27,-38,-640,-498,-38,3
48,8,4,-44,-654,-476,-88,9
48,9,11,-50,-606,-445,-70,3
48,10,13,-63,-598,-425,-63,2
48,11,11,-58,-601,-429,-64,3
48,12,10,-53,-595,-425,-63,3
48,13,10,-56,-599,-427,-65,3
48,14,10,-57,-599,-426,-67,4
49,0,-1,-86,-628,-338,-98,16
49,1,-35,-79,-685,-418,-206,46
49,2,-78,-159,-1032,-535,-395,104
49,3,-60,-113,-800,-453,-302,76
49,4,-92,-195,-1274,-672,-468,123
49,5,-66,-110,-614,-340,-284,83
49,6,27,-38,-640,-498,-38,3
49,7,4,-44,-654,-476,-88,9
49,8,11,-50,-606,-445,-70,3
49,9,13,-63,-598,-425,-63,2
49,10,11,-58,-601,-429,-64,3
49,11,10,-53,-595,-425,-63,3
49,12,10,-56,-599,-427,-65,3
49,13,10,-57,-599,-426,-67,4
49,14,11,-58,-601,-429,-64,3
50,0,-37,26,-779,-150,5,3
50,1,-51,23,-1340,-185,1,4
50,2,-7,31,0,-51,-16,-1
50,3,-7,32,52,-50,-12,-1
50,4,-2,21,58,-37,-4,0
50,5,-5,12,58,-26,-10,0
50,6,-3,8,57,-18,-8,0
50,7,-1,6,56,-18,-8,0
50,8,-1,6,56,-18,-8,0
50,9,0,4,58,-14,-4,0
50,10,0,0,59,-11,-3,0
50,11,1,1,59,-10,-2,0
50,12,0,0,58,-10,-2,0
50,13,-1,-1,58,-8,-5,0
50,14,-2,-1,54,-8,-7,0
51,0,-18,-9,46,-4,-11,-2
51,1,-6,-12,62,8,-16,2
51,2,35,20,-650,-97,-427,-13
51,3,68,47,-1145,-131,-633,-32
51,4,52,25,-877,-117,-530,-17
51,5,-16,6,0,5,-45,-4
51,6,-8,-16,72,11,-14,-1
51,7,-6,1,60,-12,-13,-1
51,8,-10,-3,58,-5,-16,-1
51,9,-8,-2,55,-7,-14,0
51,10,-5,-2,58,-5,-11,0
51,11,-2,-1,57,-7,-9,-1
51,12,1,2,53,-10,-7,0
51,13,-1,2,56,-11,-8,-1
51,14,-1,0,56,-10,-8,0
52,0,-21,1,-185,-202,3,11
52,1,-43,-86,-750,-315,127,10
52,2,-104,-105,-1173,-221,230,16
52,3,-134,-118,-1194,-183,195,15
52,4,-53,-5,-236,-273,26,9
52,5,-29,-9,-256,-267,12,-2
52,6,-17,1,-217,-245,27,3
52,7,-8,6,-210,-242,31,3
52,8,-9,6,-217,-253,34,4
52,9,-10,6,-225,-258,35,5
52,10,-7,6,-226,-259,38,4
52,11,-4,9,-217,-252,40,3
52,12,-4,8,-213,-249,39,4
52,13,-8,7,-216,-249,37,3
52,14,-8,7,-218,-252,35,3
53,0,-12,41,-133,-150,-53,-3
53,1,-10,40,-136,-145,-51,-3
53,2,-11,39,-142,-148,-54,-3
53,3,-12,43,-155,-158,-57,-3
53,4,-12,49,-169,-171,-58,-4
53,5,-14,51,-182,-175,-64,-4
53,6,-12,54,-195,-184,-60,-5
53,7,-15,54,-216,-188,-66,-4
53,8,-14,59,-235,-204,-66,-6
53,9,-14,62,-256,-213,-67,-5
53,10,-13,67,-278,-226,-67,-6
53,11,-15,68,-303,-233,-71,-6
53,12,-16,74,-328,-247,-75,-7
53,13,-15,77,-359,-259,-76,-7
53,14,-16,83,-394,-274,-79,-8
54,0,-17,99,-511,-319,-87,-10
54,1,-20,107,-554,-340,-91,-12
54,2,-19,113,-601,-357,-94,-12
54,3,-21,121,-657,-374,-99,-12
54,4,-19,127,-728,-391,-100,-14
54,5,-21,134,-800,-407,-105,-14
54,6,-21,137,-878,-419,-109,-15
54,7,-25,142,-966,-427,-118,-15
54,8,-24,145,-1083,-431,-115,-15
54,9,-25,151,-1180,-441,-124,-14
54,10,-24,134,-1287,-390,-121,-15
54,11,-25,127,-1409,-359,-124,-14
54,12,-25,123,-1491,-346,-127,-14
54,13,-31,141,-589,-360,-74,-16
54,14,-24,81,-481,-284,-148,-8
55,0,4,8,41,-28,10,0
55,1,4,7,33,-24,13,0
55,2,5,10,37,-31,14,0
55,3,4,8,27,-26,13,0
55,4,6,9,37,-30,15,0
55,5,6,11,29,-32,15,0
55,6,7,8,26,-28,18,0
55,7,6,10,23,-31,17,0
55,8,6,9,15,-28,17,1
55,9,8,11,24,-31,17,1
55,10,6,11,16,-32,17,1
55,11,7,12,12,-32,24,0
55,12,9,8,6,-28,22,1
55,13,8,11,7,-34,22,1
55,14,9,12,2,-32,23,0
56,0,6,9,15,-28,17,1
56,1,8,11,24,-31,17,1
56,2,6,11,16,-32,17,1
56,3,7,12,12,-32,24,0
56,4,9,8,6,-28,22,1
56,5,8,11,7,-34,22,1
56,6,9,13,0,-33,22,2
56,7,8,12,-8,-35,20,1
56,8,11,14,-21,-36,27,1
56,9,12,13,-13,-35,29,0
56,10,11,13,-16,-37,30,2
56,11,11,14,-24,-35,27,1
56,12,14,13,-26,-36,32,2
56,13,12,14,-31,-36,29,3
56,14,14,15,-35,-38,35,1
57,0,14,13,-26,-36,32,2
57,1,12,14,-31,-36,29,3
57,2,14,15,-35,-38,35,1
57,3,12,16,-52,-37,31,2
57,4,14,19,-52,-45,36,1
57,5,12,17,-63,-42,30,2
57,6,15,16,-64,-41,37,2
57,7,16,18,-83,-45,39,1
57,8,17,15,-91,-37,36,2
57,9,14,15,-99,-41,32,2
57,10,16,19,-113,-42,38,1
57,11,16,20,-132,-42,36,3
57,12,17,17,-139,-40,39,2
57,13,16,19,-160,-43,39,3
57,14,20,19,-174,-43,45,2
58,0,30,22,-325,-46,66,4
58,1,31,23,-368,-48,68,4
58,2,36,23,-415,-47,78,4
58,3,37,28,-476,-53,83,5
58,4,42,28,-540,-54,92,5
58,5,45,32,-606,-62,97,6
58,6,50,34,-702,-65,110,6
58,7,55,37,-812,-69,116,6
58,8,58,45,-924,-83,126,6
58,9,64,48,-1082,-89,141,6
58,10,70,54,-1251,-101,151,6
58,11,74,61,-1436,-109,156,6
58,12,74,61,-1437,-111,157,8
58,13,29,-24,-346,20,6,-2
58,14,19,-6,-380,32,25,1
59,0,0,1,70,-10,-2,-1
59,1,-1,1,60,-4,-1,0
59,2,1,1,53,-6,3,1
59,3,2,1,51,-2,8,1
59,4,2,2,57,-4,9,2
59,5,2,2,45,0,13,1
59,6,2,2,29,3,19,3
59,7,5,3,22,7,30,4
59,8,3,7,3,6,36,5
59,9,7,8,-4,14,50,8
59,10,7,9,-22,20,56,9
59,11,9,12,-34,24,72,10
59,12,13,13,-49,33,87,12
59,13,16,12,-69,49,107,13
59,14,16,11,-94,64,122,17
60,0,18,14,-113,74,140,12
60,1,20,11,-139,89,154,13
60,2,21,10,-157,99,165,16
60,3,19,15,-177,103,170,21
60,4,20,17,-192,105,178,22
60,5,13,21,-227,109,171,21
60,6,12,23,-234,108,170,20
60,7,5,27,-242,102,155,18
60,8,1,37,-243,76,144,18
60,9,-8,44,-280,70,131,16
60,10,-12,50,-304,65,132,16
60,11,-12,55,-325,64,137,17
60,12,-18,65,-359,57,138,16
60,13,-22,69,-399,66,138,16
60,14,-25,78,-429,60,144,17
61,0,-26,87,-454,51,150,18
61,1,-29,87,-475,61,150,19
61,2,-29,82,-476,76,150,18
61,3,-32,77,-498,107,150,16
61,4,-31,68,-515,153,163,13
61,5,-37,66,-589,198,166,13
61,6,-40,64,-637,238,178,12
61,7,-43,60,-669,273,186,9
61,8,-49,60,-727,299,188,7
61,9,-77,80,-807,305,153,0
61,10,-109,110,-968,318,141,-8
61,11,-141,139,-1107,336,118,-15
61,12,-184,177,-1241,311,77,-22
61,13,-226,212,-1371,312,19,-38
61,14,-260,236,-1501,327,2,-50
62,0,-254,219,-1428,308,-20,-51
62,1,-246,205,-1334,293,-48,-57
62,2,-247,203,-1302,291,-60,-61
62,3,-249,200,-1293,298,-70,-64
62,4,-251,195,-1286,279,-80,-62
62,5,-250,194,-1278,291,-85,-65
62,6,-249,192,-1266,290,-89,-67
62,7,-250,190,-1259,296,-95,-68
62,8,-248,190,-1252,295,-92,-68
62,9,-248,188,-1249,290,-93,-68
62,10,-248,185,-1248,277,-100,-64
62,11,-243,187,-1241,306,-112,-78
62,12,-249,181,-1238,276,-89,-59
62,13,-247,186,-1232,285,-83,-63
62,14,-241,183,-1227,307,-95,-71
63,0,0,0,50,-11,-7,0
63,1,1,-3,47,-9,-7,0
63,2,1,0,42,-15,-6,-1
63,3,-1,1,34,-18,-10,0
63,4,-1,-1,46,-13,-11,1
63,5,-1,-1,44,-14,-9,2
63,6,-3,-1,37,-13,-13,2
63,7,-5,-1,36,-17,-24,2
63,8,-4,-4,30,-14,-21,2
63,9,-2,-6,22,-14,-22,3
63,10,-5,-6,9,-20,-27,3
63,11,-5,-7,-2,-25,-33,4
63,12,-5,-4,-11,-39,-38,3
63,13,-9,-4,-14,-46,-48,2
63,14,-12,-2,-33,-55,-59,4
64,0,-14,-4,-51,-62,-70,6
64,1,-14,-9,-67,-62,-79,9
64,2,-16,-9,-84,-69,-87,9
64,3,-14,-8,-103,-83,-87,8
64,4,-11,-6,-124,-103,-84,6
64,5,-7,-6,-149,-122,-79,4
64,6,0,-8,-177,-134,-71,1
64,7,2,-9,-215,-152,-69,-1
64,8,5,-10,-260,-183,-78,-1
64,9,6,-10,-323,-220,-97,0
64,10,8,-12,-396,-261,-115,1
64,11,10,-11,-477,-306,-134,-1
64,12,13,-22,-605,-370,-171,-3
64,13,17,-49,-768,-396,-215,3
64,14,24,-127,-866,-259,-238,25
65,0,8,-12,-396,-261,-115,1
65,1,6,-10,-323,-220,-97,0
65,2,10,-11,-477,-306,-134,-1
65,3,17,-49,-768,-396,-215,3
65,4,13,-22,-605,-370,-171,-3
65,5,24,-127,-866,-259,-238,25
65,6,32,-183,-1053,-219,-290,43
65,7,37,-264,-1242,-126,-343,64
65,8,47,-343,-1407,-36,-385,86
65,9,45,-353,-1267,-6,-404,97
65,10,37,-10,-335,-335,-46,-18
65,11,8,7,-341,-296,-154,6
65,12,1,9,-338,-312,-128,-11
65,13,5,9,-341,-312,-109,-14
65,14,5,8,-343,-312,-117,-9
66,0,-1,-1,61,-5,-1,-1
66,1,-2,-1,58,-6,-4,0
66,2,6,4,-49,-57,-27,-2
66,3,14,13,-887,-220,-184,-14
66,4,20,-25,-1326,-166,-275,-4
66,5,-21,29,34,-61,-45,-3
66,6,3,-9,67,26,3,0
66,7,8,4,56,-11,10,-1
66,8,2,-2,59,-4,1,-1
66,9,-1,-4,54,-5,-3,-1
66,10,2,-2,58,-5,-2,-1
66,11,1,0,59,-7,-1,0
66,12,-1,1,61,-8,-4,0
66,13,-2,2,63,-8,-5,-1
66,14,-1,2,61,-9,-4,-1
67,0,-3,0,44,-11,-8,-2
67,1,0,-4,30,-5,-6,-2
67,2,-3,1,33,-15,-8,-2
67,3,-2,-1,23,-13,-9,-2
67,4,-3,0,15,-16,-14,-1
67,5,-2,0,-2,-19,-15,-2
67,6,-3,-1,-59,-27,-23,-2
67,7,-4,-2,-110,-33,-29,-2
67,8,-4,-3,-189,-46,-36,-3
67,9,-4,0,-297,-69,-39,-6
67,10,-1,3,-457,-106,-44,-9
67,11,0,7,-683,-144,-52,-14
67,12,2,12,-991,-197,-70,-20
67,13,0,6,-1368,-190,-80,-24
67,14,-3,-10,-1547,-127,-70,-25
68,0,-1,2,56,-11,-2,-1
68,1,-1,0,58,-8,-6,0
68,2,-4,1,57,-13,-8,-1
68,3,-2,1,53,-12,-7,-1
68,4,-2,1,51,-11,-6,-1
68,5,-2,2,57,-14,-8,-1
68,6,-2,0,58,-12,-8,-1
68,7,-1,2,54,-14,-8,-1
68,8,-2,3,57,-17,-8,0
68,9,-2,5,53,-20,-7,-1
68,10,-3,2,53,-16,-9,-1
68,11,-2,2,52,-18,-9,-1
68,12,-1,-1,54,-12,-8,0
68,13,-2,1,56,-16,-8,-1
68,14,-1,0,50,-16,-9,0
69,0,-6,8,38,-45,-21,-1
69,1,-5,7,41,-42,-20,1
69,2,-5,7,40,-44,-22,-1
69,3,-8,10,31,-50,-25,0
69,4,-5,11,41,-55,-25,0
69,5,-7,10,34,-56,-29,1
69,6,-7,10,34,-58,-30,2
69,7,-8,11,33,-64,-30,0
69,8,-9,13,27,-65,-33,0
69,9,-10,12,23,-66,-36,1
69,10,-10,15,24,-71,-35,1
69,11,-10,11,23,-70,-37,2
69,12,-11,14,18,-79,-42,2
69,13,-11,14,17,-83,-44,2
69,14,-13,16,7,-87,-49,2
70,0,-13,15,-2,-88,-51,3
70,1,-14,17,0,-95,-54,4
70,2,-16,19,-9,-103,-61,4
70,3,-16,18,-9,-107,-64,6
70,4,-18,19,-13,-112,-69,5
70,5,-18,17,-20,-108,-67,6
70,6,-20,20,-23,-122,-79,7
70,7,-22,20,-28,-126,-85,3
70,8,-24,22,-42,-138,-95,-2
70,9,-25,21,-47,-145,-97,4
70,10,-28,23,-57,-156,-108,9
70,11,-32,30,-66,-173,-120,8
70,12,-33,28,-76,-181,-125,13
70,13,-35,29,-83,-190,-137,15
70,14,-41,32,-101,-206,-152,18
71,0,-59,44,-205,-305,-226,37
71,1,-71,55,-273,-368,-271,42
71,2,-75,58,-305,-403,-294,48
71,3,-89,66,-408,-471,-342,51
71,4,-95,64,-461,-503,-372,47
71,5,-100,67,-524,-545,-400,51
71,6,-104,55,-567,-547,-429,56
71,7,-106,34,-626,-524,-440,62
71,8,-112,33,-702,-567,-477,66
71,9,-115,18,-774,-563,-502,73
71,10,-115,-4,-848,-558,-527,81
71,11,-116,-27,-929,-540,-543,86
71,12,-115,-57,-1012,-516,-567,93
71,13,-118,-78,-1113,-527,-600,101
71,14,-119,-87,-1262,-599,-646,108
72,0,-1,3,43,-21,-8,0
72,1,0,4,46,-26,-6,-1
72,2,3,2,38,-23,-4,-1
72,3,2,3,39,-26,-4,0
72,4,3,3,32,-22,-2,-1
72,5,3,0,35,-21,-3,-1
72,6,4,0,40,-23,-5,0
72,7,4,3,29,-34,-9,-1
72,8,4,4,27,-37,-11,-2
72,9,1,6,25,-39,-16,0
72,10,2,4,29,-43,-18,1
72,11,1,4,22,-37,-19,1
72,12,-3,4,26,-39,-26,1
72,13,-2,3,19,-34,-25,2
72,14,-2,1,19,-32,-26,3
73,0,-2,1,13,-29,-25,3
73,1,-2,1,17,-33,-28,2
73,2,0,-1,12,-25,-19,2
73,3,3,2,4,-45,-23,-1
73,4,-1,1,13,-44,-30,2
73,5,3,5,-2,-54,-25,-1
73,6,6,1,-22,-64,-23,-3
73,7,9,7,-37,-88,-26,-7
73,8,13,9,-60,-113,-26,-14
73,9,18,12,-95,-142,-27,-18
73,10,22,14,-117,-172,-29,-24
73,11,26,19,-152,-203,-31,-30
73,12,35,17,-197,-238,-28,-35
73,13,41,20,-248,-285,-31,-43
73,14,53,19,-313,-337,-31,-53
74,0,61,24,-386,-397,-30,-61
74,1,65,32,-438,-467,-48,-69
74,2,61,37,-411,-460,-47,-66
74,3,58,39,-378,-438,-42,-64
74,4,53,38,-364,-423,-42,-62
74,5,53,38,-353,-416,-41,-61
74,6,51,37,-348,-411,-43,-61
74,7,50,37,-342,-407,-42,-60
74,8,50,37,-336,-403,-42,-59
74,9,49,36,-332,-401,-41,-58
74,10,49,37,-331,-397,-42,-58
74,11,49,37,-328,-395,-42,-58
74,12,48,36,-325,-393,-41,-57
74,13,48,36,-324,-391,-41,-57
74,14,48,36,-322,-389,-42,-56
75,0,-2,1,38,-22,-13,3
75,1,-1,0,43,-21,-13,5
75,2,-2,-2,37,-18,-17,5
75,3,-4,-3,30,-16,-23,6
75,4,-3,-5,22,-13,-22,7
75,5,-2,-8,17,-7,-23,6
75,6,4,-13,10,-8,-12,3
75,7,4,-12,4,-10,-12,3
75,8,5,-15,3,-6,-8,3
75,9,5,-12,5,-11,-10,3
75,10,6,-12,5,-12,-9,2
75,11,4,-10,6,-13,-12,2
75,12,6,-10,4,-13,-9,3
75,13,6,-9,4,-17,-8,3
75,14,6,-4,-14,-52,-20,0
76,0,8,4,-48,-86,-23,-5
76,1,13,7,-76,-114,-26,-11
76,2,18,9,-95,-140,-29,-16
76,3,19,17,-124,-189,-44,-21
76,4,16,19,-117,-183,-46,-19
76,5,13,17,-107,-176,-46,-17
76,6,12,15,-103,-172,-47,-13
76,7,12,17,-98,-167,-47,-14
76,8,11,16,-97,-165,-47,-16
76,9,11,16,-95,-163,-47,-15
76,10,10,16,-94,-161,-47,-15
76,11,10,16,-91,-160,-47,-14
76,12,10,17,-90,-159,-47,-14
76,13,10,16,-89,-158,-47,-14
76,14,9,16,-88,-157,-47,-14
77,0,-1,3,46,-3,-2,1
77,1,-4,3,37,0,-2,1
77,2,-2,4,37,0,2,2
77,3,-3,2,26,7,-3,1
77,4,-4,2,23,6,-5,0
77,5,-5,3,26,5,-6,0
77,6,-4,2,24,5,-6,1
77,7,-6,5,22,6,-6,-1
77,8,-5,5,17,9,-2,0
77,9,-6,8,8,2,-2,1
77,10,-5,7,11,6,0,0
77,11,-6,7,1,1,-2,1
77,12,-7,9,9,3,-2,1
77,13,0,4,6,24,14,0
77,14,-3,6,-12,18,15,1
78,0,-2,10,-31,21,29,5
78,1,-1,17,-54,23,46,8
78,2,2,24,-78,24,60,8
78,3,-1,31,-112,24,70,14
78,4,-3,43,-146,15,79,20
78,5,-1,49,-172,20,92,23
78,6,-5,56,-214,31,100,23
78,7,-12,60,-254,52,104,18
78,8,-15,68,-291,63,110,23
78,9,-15,76,-345,75,126,25
78,10,-13,81,-404,105,161,25
78,11,-13,88,-472,137,194,29
78,12,-11,91,-532,173,225,34
78,13,-7,89,-553,196,245,38
78,14,-3,81,-508,186,234,35
79,0,-2,77,-487,179,227,36
79,1,-2,74,-472,177,221,34
79,2,-2,73,-462,175,218,32
79,3,-3,71,-456,173,213,32
79,4,-3,70,-451,173,212,31
79,5,-3,69,-444,171,209,31
79,6,-2,68,-441,171,207,31
79,7,-2,67,-437,170,205,30
79,8,-2,67,-434,170,203,30
79,9,-2,66,-431,169,202,29
79,10,-2,65,-429,169,202,29
79,11,-2,65,-426,168,200,28
79,12,-2,64,-424,168,199,29
79,13,-2,64,-421,168,199,29
79,14,-2,64,-420,167,198,29
80,0,-5,-2,48,7,-9,-1
80,1,-5,0,36,7,-9,-1
80,2,-4,-2,44,13,-9,-1
80,3,-4,-2,38,14,-9,-3
80,4,-5,0,32,12,-8,-1
80,5,-6,1,27,13,-10,0
80,6,-6,3,23,9,-11,-2
80,7,-5,1,24,10,-10,-2
80,8,-5,3,25,8,-9,0
80,9,-6,4,24,6,-9,0
80,10,0,1,24,11,0,-2
80,11,-2,4,11,8,2,2
80,12,-6,10,7,-1,-1,1
80,13,-4,7,13,9,3,2
80,14,-2,7,11,6,2,2
81,0,-4,7,10,5,0,1
81,1,-1,8,10,4,4,2
81,2,-6,9,-11,26,3,0
81,3,-7,12,-39,34,4,-1
81,4,-6,14,-65,49,10,0
81,5,-8,21,-100,52,15,0
81,6,-6,26,-119,61,25,3
81,7,-7,35,-169,77,43,6
81,8,-3,48,-239,102,70,9
81,9,4,57,-301,139,102,16
81,10,0,52,-296,139,95,12
81,11,1,48,-276,133,94,13
81,12,2,47,-264,129,94,14
81,13,3,45,-257,125,92,15
81,14,4,44,-252,123,94,15
82,0,-3,0,46,0,-5,1
82,1,-2,0,58,3,-5,0
82,2,0,-5,53,10,0,0
82,3,-2,-1,49,7,-6,0
82,4,-1,-5,47,14,0,-1
82,5,0,-6,50,22,1,0
82,6,-1,-6,43,23,3,-1
82,7,-4,-4,33,21,-1,-1
82,8,-2,-8,39,34,3,-2
82,9,-2,-6,26,35,5,-2
82,10,-4,-6,22,36,2,-2
82,11,-4,-7,10,42,3,-3
82,12,-6,-9,6,50,-4,-5
82,13,-10,-8,8,54,-12,-7
82,14,-8,-9,4,58,-11,-7
83,0,-15,-9,-26,70,-22,-11
83,1,-15,-8,-27,74,-20,-11
83,2,-14,-9,-26,76,-23,-12
83,3,-16,-10,-29,74,-22,-10
83,4,-14,-9,-24,80,-19,-11
83,5,-15,-10,-33,84,-15,-10
83,6,-14,-12,-43,93,-11,-11
83,7,-15,-12,-53,99,-10,-11
83,8,-16,-9,-71,96,-8,-12
83,9,-20,-9,-88,106,-8,-14
83,10,-24,-9,-90,111,-21,-15
83,11,-27,-12,-114,131,-20,-16
83,12,-26,-15,-138,151,-14,-16
83,13,-26,-15,-160,162,-4,-15
83,14,-28,-13,-181,172,1,-14
84,0,-29,-10,-208,180,12,-11
84,1,-29,-4,-246,192,24,-10
84,2,-26,-3,-300,220,55,-6
84,3,-25,2,-386,255,92,-2
84,4,-25,7,-486,297,130,0
84,5,-35,16,-644,363,167,-1
84,6,-69,49,-783,357,135,-11
84,7,-98,73,-961,400,124,-21
84,8,-110,83,-1018,410,118,-21
84,9,-107,76,-986,408,112,-25
84,10,-105,71,-957,404,112,-26
84,11,-102,67,-939,407,100,-28
84,12,-104,66,-927,400,107,-22
84,13,-104,64,-918,396,101,-23
84,14,-105,63,-912,394,100,-25
85,0,4,6,50,-25,1,0
85,1,4,8,44,-26,2,-1
85,2,5,8,41,-29,3,-2
85,3,6,8,39,-26,2,-2
85,4,7,8,39,-29,4,-2
85,5,7,8,32,-32,4,-2
85,6,8,7,37,-30,1,-2
85,7,6,9,32,-33,1,-2
85,8,8,11,26,-38,-1,-4
85,9,12,9,31,-37,4,-5
85,10,13,7,25,-36,7,-5
85,11,13,13,9,-41,8,-5
85,12,14,14,12,-41,5,-6
85,13,17,15,4,-46,14,-7
85,14,19,14,2,-42,10,-7
86,0,21,15,-14,-46,16,-7
86,1,23,18,-27,-49,14,-10
86,2,28,16,-26,-47,25,-9
86,3,31,20,-42,-55,25,-8
86,4,35,21,-55,-55,33,-10
86,5,39,26,-68,-60,35,-10
86,6,45,27,-83,-63,45,-9
86,7,52,31,-110,-66,51,-9
86,8,60,31,-135,-65,64,-8
86,9,70,36,-163,-69,77,-8
86,10,81,39,-199,-71,93,-4
86,11,94,47,-243,-78,112,-2
86,12,109,52,-294,-80,134,1
86,13,125,60,-346,-88,154,4
86,14,148,69,-411,-95,191,8
87,0,171,86,-486,-113,222,13
87,1,198,96,-566,-125,261,15
87,2,222,112,-667,-136,290,20
87,3,253,126,-780,-142,327,22
87,4,287,142,-930,-138,362,27
87,5,324,158,-1108,-133,389,29
87,6,338,162,-1145,-125,419,32
87,7,340,160,-1104,-124,433,35
87,8,339,158,-1077,-126,437,37
87,9,338,155,-1074,-122,462,39
87,10,336,154,-1051,-127,454,37
87,11,340,151,-1041,-140,458,39
87,12,339,154,-1036,-134,471,42
87,13,342,154,-1036,-118,466,44
87,14,342,154,-1036,-118,466,44
88,0,-6,3,52,-15,-17,3
88,1,-7,2,52,-17,-20,3
88,2,-9,5,46,-21,-22,4
88,3,-8,1,53,-15,-20,5
88,4,-8,2,43,-16,-20,5
88,5,-8,2,46,-17,-22,5
88,6,-8,0,46,-16,-21,5
88,7,-9,2,39,-20,-22,5
88,8,-11,3,42,-22,-27,6
88,9,-10,4,40,-22,-23,5
88,10,-10,2,39,-21,-24,5
88,11,-11,2,38,-24,-22,6
88,12,-12,3,23,-24,-24,5
88,13,-13,4,26,-29,-27,5
88,14,-13,2,15,-25,-25,6
